c,sigma1,pi,piStar,y
210.0,2.0112111473201346,0.9799566326428475,0.96,-3.406371090348133
202.0,1.8786564011762028,0.9637961080854797,0.96,-2.7895022497817843
229.0,1.9612695105336535,0.9934977997482337,0.96,-3.191368570346595
200.0,2.0657567843654427,0.9697592974958634,0.96,4.991939858099367
207.0,2.1538972106018925,0.992769219100124,0.96,-2.9281742178217787
223.0,1.6311928123317792,0.9906711472607631,0.95,3.3082723259611506
201.0,2.20598467563878,0.9875475972858601,0.96,-4.441240035813333
205.0,2.3005818768350172,0.9940696022468836,0.96,3.141578678423639
202.0,2.3022098420663633,0.9955501703509055,0.96,-4.822826003814135
200.0,2.2246078820834825,0.9973715413743568,0.96,5.270509649299868
201.0,2.3281199138722215,0.9992820123500844,0.96,-5.833142737791658
201.0,2.106115547623407,0.988343045897989,0.96,-2.370710259977152
213.0,2.054197548847155,0.9703278784798536,0.96,2.5299306184211146
212.0,2.1190526409792243,0.9871111247010427,0.96,3.227457250424235
213.0,2.12673163545164,0.9917375583482834,0.96,3.4762313385346344
221.0,2.015710766034692,0.9998716454621365,0.96,-4.340855633568551
206.0,2.194966660365884,0.9896885643296192,0.96,2.9901868149578656
216.0,1.9649715836045902,0.9987978808926478,0.96,-3.6902010533187206
205.0,2.0809220107714776,0.988033937059217,0.96,-3.102684127424046
204.0,2.1937261236107197,0.9632810240180589,0.96,-2.069599991966662
200.0,2.3127971761294086,0.9974974553200434,0.96,5.18438608192677
218.0,1.8205981256212636,0.9944381450820388,0.96,-2.796558687307279
202.0,2.1236975955619655,0.9835178906720023,0.96,-2.861934120493179
205.0,1.9403668584694687,0.9671981694914847,0.96,2.995659798874468
211.0,2.155001648718899,0.9866961406572773,0.96,-4.0962803751380985
205.0,2.0648628311236696,0.9727268929476574,0.96,-3.280790909129808
211.0,2.267652112081647,0.9885273624326364,0.96,3.116646011804872
201.0,2.0508583888437393,0.963123581400992,0.96,-3.625966429354544
217.0,2.039946141431878,0.988344990231823,0.96,2.9239339292922772
205.0,2.1961888695589433,0.9984586974642358,0.96,-3.3504186096575457
204.0,2.4683223940533043,0.9999574333825436,0.96,-5.563248227761887
214.0,2.099901376093799,0.9988229338833373,0.96,-4.166121447866223
207.0,1.5231486711825877,0.9608356025131017,0.94,-2.617803254629212
204.0,2.23290687786149,0.9918180726201362,0.96,-4.260758315740739
216.0,2.254814728328475,0.9984610806396728,0.96,-4.932387756399248
200.0,2.3174790903298987,0.9947948194219154,0.96,5.038301088649058
233.0,2.054560360051909,0.9796356534853962,0.96,-2.3908390881758805
202.0,2.118748841093926,0.9636681178294939,0.96,1.985190659270757
201.0,2.0142224465252077,0.9656757938784256,0.96,-3.0446037746941506
207.0,2.063619986031421,0.966188890301961,0.96,2.0051611588435563
218.0,2.174729016274771,0.9998453586672267,0.96,5.052421250865028
225.0,1.8734900418932918,0.9995370257054368,0.96,-4.210356677609185
202.0,2.18466008110835,0.9847759062170053,0.96,3.175154687384168
223.0,1.982279356586193,0.9683915704209102,0.96,2.3801234491318946
222.0,2.08497687022107,0.9955817610836577,0.96,3.3957382277613255
204.0,1.95721579598632,0.9910686138424084,0.96,2.6589579687109075
202.0,2.1898381629094597,0.9690033319342283,0.96,-4.488628839328001
208.0,2.2216412143513833,0.9975968677742183,0.96,-3.5461597370917577
207.0,2.136630045780618,0.9787871838214851,0.96,2.594073052427716
232.0,1.7746383087057531,0.9853178490415322,0.96,-2.2944666675759993
214.0,2.064784321693883,0.999509953457408,0.96,-4.430626474776945
211.0,2.1230823590863537,0.9648389679478582,0.96,-2.033093465839571
203.0,2.2618231620043665,0.9972276372851051,0.96,3.4237150412889905
202.0,2.3250280910752665,0.9999930474797802,0.96,-5.894147844630051
210.0,2.3161067845623347,0.9999281585975796,0.96,4.912047767582352
203.0,2.0459985567167593,0.9848849827063976,0.96,2.4092907550862863
230.0,1.8402928721656673,0.970594121511332,0.96,2.273808685038697
206.0,2.2765628910451925,0.9995704334153891,0.96,-4.853441839616207
205.0,2.3782763363136366,0.9999157317887067,0.96,5.514547398441091
208.0,2.052101089802763,0.9836342318035171,0.96,-2.166937958285007
213.0,1.8560675038426762,0.9951338980839364,0.96,-3.8080393253357623
215.0,2.1374962235858033,0.9960079977848327,0.96,-2.8817606208964652
210.0,2.317513141164331,0.995686858239831,0.96,-3.5189414731571387
211.0,1.9933458097891907,0.9636679535343189,0.96,2.306341566619716
202.0,1.829949344083918,0.9996395678302022,0.96,-4.899263519060003
203.0,2.2421037496145826,0.9995310112256253,0.96,4.15818676552102
205.0,1.9454849533131953,0.9960430757765996,0.96,-4.183940117252832
226.0,1.9353897433432765,0.9775675674560108,0.96,3.3258995519257466
204.0,1.3693811311630264,0.9535308767480336,0.92,-1.9834845199035094
211.0,1.9433271227657873,0.9820841054026967,0.96,-3.468270017269411
213.0,2.1237570723883787,0.9958666786827965,0.96,-3.610741426256073
210.0,2.1031026634800725,0.9768332616817623,0.96,3.1377493804660794
205.0,2.1021032327139495,0.9658068456966239,0.96,3.1067465800878575
208.0,2.2379617031281915,0.9997047321758654,0.96,-3.9705873727642795
218.0,1.7992082376567922,0.9825590923172317,0.96,3.2060316282482146
206.0,2.0656921132873416,0.9671819678066415,0.96,-2.7860772697258263
209.0,2.115891556704212,0.9982902416848078,0.96,-3.7006821137125123
206.0,2.0848223192866677,0.9971408053005524,0.96,3.963765059080494
209.0,2.2034695284907304,0.9996672045047912,0.96,4.208905195216936
205.0,1.7478711725420146,0.9757359410751678,0.96,2.7610152145430393
212.0,2.0980799043419456,0.9957485160943499,0.96,-3.23335241561906
206.0,2.3171312864209,0.9748610143345191,0.96,4.720059832936375
206.0,1.679766438152866,0.9545676516140071,0.95,1.7020212655470472
212.0,2.524105599468806,0.9999999509326267,0.96,-6.699660046144916
203.0,1.841982378383305,0.9861737000639278,0.96,3.055217915958446
219.0,2.27224891649786,0.9998065866926263,0.96,4.200700531897266
202.0,2.2724365403273574,0.9878824124130969,0.96,5.593108656541816
202.0,2.2282876332798867,0.9882401402936436,0.96,-3.511289009381858
207.0,1.4834973204867945,0.9916529922354393,0.94,4.167991565204847
225.0,1.9449848724900352,0.9707686420623686,0.96,2.508284211132016
213.0,1.7804157710047945,0.9644441798441235,0.96,-2.165588442083321
133.0,2.357743008749062,0.9741888032541358,0.96,4.170859518298998
214.0,1.8529314773007326,0.9821815725719937,0.96,-2.9460587124646866
205.0,2.112977155374281,0.9896441360087195,0.96,-3.1444763953419637
206.0,2.498766401381344,0.9999787986332119,0.96,-6.410659708028649
208.0,2.468939873493909,0.9999935952311052,0.96,5.963556903489973
205.0,2.03076413531944,0.9910665317223127,0.96,-3.7997838259137557
230.0,2.1394821994276105,0.9989384689481763,0.96,3.870117809977396
209.0,2.1691173129084627,0.9999937238864046,0.96,6.2025751546921
216.0,1.7447849783901346,0.9732584909684641,0.96,2.6219414696310133
235.0,1.9933055612719037,0.9902559741925281,0.96,-2.6449540878059374
208.0,1.9657387526167225,0.9870740969457233,0.96,-3.59797864446352
212.0,2.310067822553813,0.9980859269707808,0.96,4.828550828110623
204.0,2.2176177528923984,0.9903276109153079,0.96,4.584196015350536
226.0,2.040539437425788,0.9921535646105354,0.96,-3.1584622397806794
212.0,2.270200860258774,0.9993615291806356,0.96,4.3813068552659
209.0,2.1114947645398936,0.997641375151645,0.96,-3.4081499172174956
209.0,2.332047474182199,0.9978130915767014,0.96,-4.584577939642113
211.0,2.0280629826112455,0.9680484871077354,0.96,2.6533290167714028
204.0,2.008620619782644,0.9760784855220541,0.96,-4.3216141837226685
201.0,2.361736943718001,0.9999054981931682,0.96,5.307318445423071
213.0,2.039954961240223,0.9914869284838048,0.96,-3.110228759569068
213.0,2.4492773283792215,0.9999297586185509,0.96,-6.304880792571453
209.0,2.0935441188421717,0.9958572418819829,0.96,3.4281674959201904
200.0,2.405461171074844,0.9999431484202527,0.96,5.901185694999431
215.0,1.7445977826398422,0.9808216633232245,0.96,-2.1183914458535584
202.0,2.2185304878742453,0.9934559416492984,0.96,-4.323819729379562
209.0,2.3679545654233025,0.998901112508269,0.96,4.926547220812064
204.0,2.2616594521514486,0.9960752170759314,0.96,4.845374613408314
212.0,2.149402588064646,0.9990918015344791,0.96,-4.1161922327781815
209.0,1.8366184056844268,0.9807853524926232,0.96,2.909317517286728
237.0,1.4606186069912142,0.9634088300234104,0.93,3.0313469118817626
208.0,2.0335373653498316,0.9795475828745688,0.96,3.433465108037806
208.0,2.201335310540766,0.9935819721677788,0.96,4.702666485203271
206.0,1.9613214682091444,0.9638173039063881,0.96,-2.952128598546958
212.0,1.954958600718794,0.9793972772623691,0.96,2.7293389196660773
208.0,2.206998966585924,0.9818193395607818,0.96,-4.19560574522054
203.0,2.304083201949851,0.9933138212619451,0.96,4.385399164164076
203.0,2.219360394422817,0.9967037627670473,0.96,3.3143640778059926
205.0,1.9004164885134582,0.9624034761679783,0.96,3.676270140416032
209.0,2.0051021584735986,0.9742303137181376,0.96,2.6357785804594784
203.0,2.245799388536561,0.9955004760321086,0.96,-4.968368843514295
234.0,2.040268933667823,0.9921376942844993,0.96,4.540426058142504
207.0,2.2842961087633973,0.9992840198748394,0.96,4.40356828549611
203.0,1.4145385057916393,0.9430958731683478,0.93,3.7539319186900086
206.0,1.8371601228409775,0.9929312729331219,0.96,-2.957000077850554
226.0,2.1235119726383913,0.9833149731826222,0.96,2.4150981326402676
209.0,2.0038690633600025,0.9893579043205761,0.96,3.7705297435099356
233.0,1.9077789602058413,0.9694681138174855,0.96,3.278681977529535
227.0,1.9549895402745845,0.9951055063123219,0.96,-3.150453297244829
207.0,1.901220727432647,0.9916713409210715,0.96,3.181693973351562
206.0,2.2745189161268495,0.9999990101777032,0.96,5.985256528359012
206.0,2.1349127918212787,0.9893854331459826,0.96,-3.8988428199402168
216.0,1.9517699404377624,0.9680624432348561,0.96,-2.1159198633021816
201.0,1.7119951681847938,0.9871874674983941,0.96,5.031339584097382
207.0,1.8355926598741563,0.9714126601114137,0.96,-1.6700787209572803
208.0,2.2079126338178092,0.9996987880621928,0.96,-4.033719442494913
216.0,1.623529866569303,0.9648997525249461,0.95,2.73180441009024
225.0,2.1795071493403406,0.9987743595458921,0.96,-3.542693569318388
208.0,2.09312633189815,0.9626891720317469,0.96,4.0745707549516
205.0,2.2052960231722794,0.9993412919104804,0.96,4.609292916578117
213.0,2.1189088227612087,0.9999670708618329,0.96,-4.802457291764787
