c,mu1,pi,piStar,y
351.0,0.7080656448119583,0.9690275827815232,0.94,1.9050911501721108
327.0,-0.6605377831209677,0.9506420364531971,0.94,-1.7796086466698011
328.0,-1.2653392296244044,0.9961285021938939,0.98,-2.5982510433911687
331.0,0.7768877191722641,0.9547101505513105,0.95,1.633736199396101
304.0,1.0303772966340112,0.9938640337955859,0.97,2.5270306283784723
336.0,0.8947945560482163,0.9633902350906579,0.96,1.420466670878735
306.0,1.0410764865601558,0.9927328467064508,0.97,2.4844896135453958
307.0,0.9612773128397664,0.9912941403946582,0.97,2.625009038808879
303.0,-0.9911242343367814,0.9868745498388748,0.97,-3.481058443292162
304.0,1.1733709117120514,0.9915108031621515,0.97,2.7273770357584
333.0,-1.0435038774016536,0.9891051554616339,0.97,-1.7383241767366906
326.0,0.9532072004796389,0.9774874107080149,0.96,0.9923674151065376
302.0,0.5763944073649775,0.9310489224660075,0.92,2.359782899291365
330.0,0.9066575953886982,0.9839092196040111,0.96,2.9880728259629734
308.0,1.0114642432950403,0.9893084651503563,0.97,2.1315435858248564
314.0,0.8939945406109399,0.9775587265426456,0.96,1.1511800906652294
308.0,-0.8966631622391716,0.9635085260228132,0.96,-0.9225304669784564
340.0,0.7903730882382524,0.9798023917263021,0.95,2.7640302062828623
308.0,-0.8853597493662589,0.9641420740475669,0.96,-1.449616598613239
304.0,0.9502529672305869,0.963595483137359,0.96,1.816300416300619
324.0,-1.608142334227446,0.9950861106513398,0.98,-3.4270181410408593
312.0,-0.7321238330351115,0.9595357711681426,0.95,-1.4000336115145398
344.0,0.9750824827800516,0.9750589728426002,0.97,1.0389194577082446
313.0,0.9289441043106653,0.9839250292789204,0.96,1.5466236433177225
346.0,0.6818705135482376,0.9561405254346378,0.94,2.372766009531385
320.0,-0.7579904324522503,0.9885303823571254,0.95,-2.7427546930829974
320.0,0.7658186750919747,0.9822088252511231,0.95,2.5809836250471148
305.0,0.8065893655040876,0.9684910100611411,0.95,2.1984177811451455
315.0,1.0628497926750815,0.9710212077879862,0.97,2.973588656110958
377.0,0.7182169028756437,0.9700290201227717,0.94,2.529286824363192
337.0,0.8318381684549174,0.9634118602143628,0.96,1.3162113397756587
329.0,0.8107340765555362,0.9728801329460747,0.95,1.786065583362975
352.0,0.679656838026246,0.9759853017565328,0.94,2.3016136215765752
340.0,0.9498352575789674,0.9798040833023364,0.96,2.816747857424455
309.0,0.9610156172668939,0.9767830134594404,0.97,1.5556776278143878
310.0,0.9894455102448261,0.9802348568075758,0.97,1.9401012962970556
320.0,1.0162436763891496,0.9931515692931688,0.97,2.5056542018370718
310.0,-0.9072544249336999,0.9726007132881325,0.96,-2.53146910856171
308.0,0.8044005913010134,0.9643323911318289,0.95,1.3886899283038225
304.0,1.3259848173539983,0.9913410755631766,0.98,3.020698800007358
322.0,-0.8499864085256688,0.9707851351400436,0.96,-1.791519510606235
417.0,0.5724297222956097,0.9222378216506156,0.92,0.7734514037133846
307.0,0.9906373171211036,0.9760818006055243,0.97,2.010679902773373
377.0,0.8961673489561308,0.9927574418093622,0.96,4.356167523105793
306.0,1.3292429024779122,0.9981360789521463,0.98,3.545885974368465
165.0,-0.7826572071407827,0.9501784969937783,0.95,-0.4221346275187924
308.0,-1.1537428975714663,0.9895736903309854,0.97,-4.564866839654403
264.0,0.8757363517336992,0.980772672662795,0.96,1.7616881405500049
309.0,-1.1413661191743516,0.9969150853183323,0.97,-4.1544318334569414
303.0,-0.9647101674737022,0.9864272986609932,0.97,-1.7522082830798626
