c,sigma1,pi,piStar,y
311.0,1.7099748813146654,0.9953245106194083,0.97,-3.1940571680864367
315.0,1.638791963049769,0.9932610085124055,0.97,-2.6910646727720633
323.0,1.7570820932631754,0.9871934601018401,0.98,3.1306717380465328
316.0,1.7794581637870663,0.9966733569273662,0.98,4.47602269139828
309.0,1.6597924598945049,0.9819241154985175,0.97,3.0382398715206573
338.0,1.8447673529882422,0.999997175874472,0.98,-6.349226048676452
308.0,1.8079159133293243,0.9989711147786519,0.98,3.7368953327671557
307.0,1.9377542602662774,0.9981980288468038,0.98,4.121876400057465
304.0,1.9976310963542243,0.9984105132068503,0.98,4.7907252255664625
318.0,1.5395526064124319,0.9970236234574794,0.97,-4.07456652556736
303.0,1.8621841204300935,0.994830385392623,0.98,4.0278362970342485
308.0,1.6922458055420715,0.9903294037227738,0.97,-2.4599329453609107
342.0,1.7234563612550553,0.9757831501647033,0.97,1.884324153025356
307.0,1.7423207556653104,0.9930948072369971,0.98,2.591282992270557
330.0,1.618412647557555,0.9737081430895841,0.97,-2.201664620070681
325.0,1.6600852931857137,0.9957495595076181,0.97,3.5196202581570657
312.0,1.8656166620312933,0.9993251516383743,0.98,-4.30378678643319
337.0,1.5689676873013658,0.9854723759592402,0.97,3.0409264125724507
309.0,1.780333800403037,0.9879027184389811,0.98,2.5595129908559753
304.0,2.028563662736821,0.999150791298036,0.98,-3.6133405555964786
304.0,1.5982328105106898,0.9968953941555067,0.97,-3.099801462800262
301.0,1.8956859012696616,0.9871477184033164,0.98,-4.23011127040604
311.0,1.8108152610068202,0.9940846116591934,0.98,-2.7026796508343343
300.0,1.714547269973032,0.9999847582259515,0.98,-6.808737574490243
320.0,1.6388324214203929,0.9897132727944983,0.97,3.5390707335917546
310.0,1.6217410051935148,0.9701378311478915,0.97,2.7140265693396235
325.0,2.108216369077078,0.9998619387805977,0.98,4.787398075442678
302.0,1.6119843073406217,0.9786635636800596,0.97,-2.713594831278741
315.0,1.7295027973172619,0.994971524164832,0.98,-4.235942153121494
310.0,1.7434193430220226,0.9856099861390927,0.98,-3.2513143640326923
306.0,2.192102654402614,0.9997512576270777,0.98,-5.677616601168934
304.0,1.8420126166128399,0.99108553669797,0.98,-2.97325600104385
314.0,1.440910485549331,0.9625709002456592,0.96,1.914973685337764
311.0,1.8602947707346384,0.9939403801625629,0.98,-2.9495350982803212
305.0,2.225114372409035,0.9999797988002981,0.98,-6.493643873366683
303.0,2.061537015854278,0.9995453766055243,0.98,5.620697864480991
322.0,1.6427533020676428,0.9860048242644369,0.97,3.3672427280866133
308.0,1.7983183119478796,0.9952187058195786,0.98,-4.055664797435309
316.0,1.8111122290361943,0.9824992328154818,0.98,-3.5611664813217607
326.0,1.8383431524232254,0.9929680402637037,0.98,-4.2510222573481835
309.0,2.0342398731616087,0.9999951949147777,0.98,-5.682417169881159
304.0,1.816650615591097,0.9946110131833852,0.98,-3.695889754686181
311.0,1.7123373505942157,0.9907315128914645,0.97,3.721756728628193
310.0,2.0294542685814303,0.9989261460649995,0.98,3.661456373774537
308.0,1.7545050512543434,0.9933270114316036,0.98,-3.86668943680217
303.0,1.3898867872507557,0.9666481030891226,0.96,1.9377111275562449
304.0,2.0291184964617957,0.9987838454318428,0.98,3.898821727497754
318.0,1.611472968829547,0.9973981972639508,0.97,3.785964443454735
309.0,2.2977612439048816,0.9999977223585049,0.98,6.448305845938331
305.0,1.9300884069779496,0.9996699867420569,0.98,4.492794527919574
309.0,1.8022524790403038,0.9913560243573547,0.98,-3.942183591707087
316.0,1.695437671021315,0.99412412290664,0.97,3.133888579305606
308.0,1.8939806832161508,0.9991270119393154,0.98,4.910378296630399
302.0,1.7141108329949106,0.9935664642032855,0.97,3.6725725602496695
326.0,1.5852416280282653,0.9771625618025296,0.97,2.115946330354787
315.0,1.724373452905503,0.9910540383541881,0.97,3.7076735440993867
312.0,2.0604236675745913,0.9999965453121453,0.98,-5.357246935451065
308.0,1.830535000171717,0.9992896594042363,0.98,4.30598773242325
304.0,1.527427730967264,0.9993386180534272,0.97,-4.119909464409718
304.0,1.86850609759668,0.9863760053373954,0.98,-2.856380574620341
318.0,1.718886995055479,0.9964879439459478,0.97,-3.292443435256744
317.0,1.9569311825866094,0.999423754126583,0.98,4.440382812663546
328.0,1.891889994237853,0.9995103993775394,0.98,-4.274898608092357
311.0,1.86327629230131,0.9822885869771613,0.98,-4.7760629374167465
254.0,1.4584724259516542,0.9890054478195448,0.96,2.604995370830648
243.0,1.6959666469903654,0.9818376094565818,0.97,-1.826364909007783
307.0,1.5305956816618214,0.987097836389312,0.97,-2.358866848961445
323.0,1.9082000926941687,0.9954597037759693,0.98,3.5050725721987694
305.0,1.3469431833109247,0.967154539363183,0.95,3.061881419359234
307.0,2.1211791925936363,0.9994186349769396,0.98,-3.6393874171669816
328.0,1.6838480518757502,0.9911888605483434,0.97,-3.8544535968063682
306.0,1.964680680969294,0.9996955115891734,0.98,-4.493900660807435
311.0,1.5935412482676956,0.9920790570293776,0.97,2.7645846549888295
311.0,1.9423517269801172,0.9920650339744974,0.98,3.5709314786502744
337.0,1.6589527009063918,0.9807907104478087,0.97,2.132650487752237
309.0,2.2848765092610983,0.9999994370721148,0.98,-7.200744227152679
304.0,1.7545492526557211,0.9812520354602865,0.98,-3.2541491641403586
307.0,1.656846611808997,0.9740325653108977,0.97,-2.161015904464815
305.0,1.986564190873339,0.9987585268268412,0.98,3.8634055365294167
303.0,1.5932274968416227,0.9927842682802701,0.97,-3.320914981229011
317.0,1.7503152679266472,0.9914699913341046,0.98,-3.0705380917438196
303.0,1.8033162565846628,0.9880419744478057,0.98,-3.043963503351098
304.0,1.4409702214181739,0.9716410085638731,0.96,-3.3137447404365035
303.0,1.820642372046438,0.9944266361489843,0.98,2.4691463718631987
315.0,1.6420488336125696,0.999091881555342,0.97,4.46593398542595
309.0,2.2917464087597526,0.9999903676505579,0.98,5.758488556380261
309.0,1.7857680742566686,0.9870428872404651,0.98,4.122652776956622
318.0,1.629578315077901,0.9863831307647982,0.97,-3.2398775298773113
309.0,1.4395466366642304,0.9989728658700701,0.96,5.480264277358803
311.0,2.0298125090489934,0.9832388661897753,0.98,4.478778371838548
312.0,2.0487746811770418,0.9995857953867606,0.98,3.8897064038132045
322.0,1.4211899934582974,0.9754691761445446,0.96,-2.9497801846877536
337.0,1.6101270064482223,0.9818664029911817,0.97,3.098461425022007
316.0,1.6991365525774238,0.9986341220880537,0.97,4.488351356580356
316.0,1.6780289970719238,0.9766565492157117,0.97,3.5152547130908536
308.0,2.0084985563037643,0.9992493488708233,0.98,4.6633166787028655
325.0,1.5479943155424085,0.9991803407898427,0.97,-4.32078436323894
316.0,1.7154944854945093,0.977382648352265,0.97,3.50982938528703
318.0,1.6702075019667648,0.9996650810112783,0.97,4.440849309437358
304.0,1.7360459289574888,0.9900111883663718,0.98,-2.7115556611358294
328.0,1.7841007497740733,0.994883541715074,0.98,3.249288283489768
312.0,1.9891197887159289,0.9999782780644201,0.98,-5.551395716570364
327.0,1.8696682917957805,0.9996176123220265,0.98,4.038921019927566
306.0,1.9179325991157263,0.9983093908421873,0.98,-3.110205052438815
309.0,1.7557917570810693,0.9807801431279333,0.98,-2.5430065647434126
310.0,2.1224521388371533,0.9999687547881652,0.98,5.379697650104783
311.0,1.6894308533955011,0.9915829569100247,0.97,-3.398324123082993
301.0,2.20597672584156,0.9999006065210987,0.98,5.316984039530431
328.0,1.5597422285475904,0.9793888369960526,0.97,2.9556187195365466
342.0,1.5546543558508878,0.9906521672274684,0.97,2.474247370773937
309.0,1.9235824575298692,0.9989818488150947,0.98,3.6007036933769925
309.0,1.8183162907321295,0.9869221290810041,0.98,2.3820061480832124
314.0,2.144287104846299,0.9997393853452047,0.98,5.300337717825482
305.0,2.0545675073575613,0.9999015281736164,0.98,5.681835748475318
310.0,1.5926656914801853,0.9985098987951952,0.97,4.859632617292766
303.0,1.8225845625249486,0.9952153901070239,0.98,4.062355191758183
323.0,1.5661104445079752,0.976308400732543,0.97,2.663568261100954
310.0,1.7058036323375627,0.9948173408303961,0.97,3.6723953098494446
310.0,1.7310695980932567,0.9966709052366278,0.98,-3.396868843204239
315.0,1.8935579288994064,0.9864923937894833,0.98,2.7410374306360867
304.0,1.7636088800422907,0.9839462344905207,0.98,-2.3166014331117593
305.0,1.7189030243033614,0.9999296090537739,0.98,5.0318266871701836
306.0,1.7021089766876745,0.9757159839343794,0.97,-2.567180095433286
308.0,1.6856179359107533,0.9752758209588399,0.97,2.395487542034882
317.0,1.9213720032950465,0.9999956722791603,0.98,-5.802979089507486
307.0,1.7210189666968485,0.9814017081616382,0.97,-3.0522327316137345
326.0,1.911943027591117,0.9999383027054622,0.98,-4.686155262813264
305.0,1.8192953241228753,0.9890973569433128,0.98,-3.240830900227775
312.0,1.8703884946845515,0.9836745019039749,0.98,2.246524154007881
302.0,1.471155260585562,0.972041792861248,0.96,3.7189561076339244
307.0,2.0231339246298217,0.9996753854054209,0.98,-4.370797276149234
307.0,1.8113698156223688,0.9962867209799521,0.98,2.9492583133736896
314.0,1.848952930593716,0.996460166150165,0.98,-3.846891760651172
313.0,1.8652313111385235,0.9995771735865273,0.98,-4.171152077804142
300.0,1.3629649439262022,0.9525396626714175,0.95,4.431917054754813
308.0,1.7959176746496193,0.9981883595328468,0.98,-3.6396565301042774
321.0,1.9851267789830835,0.9890986664245202,0.98,4.321447616094674
307.0,1.8249550299452095,0.9919408990527183,0.98,-3.3509220693303545
316.0,2.046349839237212,0.9988796772784697,0.98,3.4328841652028075
317.0,1.618597236982429,0.9783314561701464,0.97,-2.7515005432747897
300.0,1.720986502045255,0.9719321786165118,0.97,4.360253324259013
320.0,1.4924245636728644,0.9903644812562338,0.96,-4.336013274883171
308.0,1.9522034223070475,0.9878831117212156,0.98,-4.253592451231476
305.0,1.6341302483111075,0.9794607681656513,0.97,2.165860730091761
302.0,1.8239701558613546,0.9999914322316021,0.98,5.390124652337812
303.0,1.73582366517252,0.9979862931040444,0.98,-4.106686798103671
321.0,1.7561301959447728,0.9886712993771185,0.98,-2.4933944637770806
304.0,1.7378242313680468,0.9997895926924842,0.98,4.463397356797414
314.0,1.8545860856338539,0.9985317343078913,0.98,-3.406382744520866
328.0,1.6584949557361228,0.9882317385690754,0.97,-2.5537823201531697
315.0,1.6314030891503106,0.9892002028816066,0.97,3.314232249627071
323.0,1.664753776310014,0.9862519474877178,0.97,2.5808484024465597
112.0,2.3532556307613692,0.9940329298549662,0.98,-3.5415062005023543
304.0,1.7656762068685714,0.993088796599464,0.98,4.751741868492427
301.0,1.8672186504897719,0.9971340617422685,0.98,-5.34173459386805
318.0,1.8942599360352064,0.9969205334627248,0.98,3.073224532692698
300.0,1.999766257876861,0.9893362106499252,0.98,-5.267090637002274
