c,mu1,pi,piStar,y
351.0,0.7080656448119583,0.9690275827815232,0.93,1.9050911501721108
327.0,-0.6605377831209677,0.9506420364531971,0.92,-1.7796086466698011
327.0,-1.0780106841541812,0.96229429313782,0.96,-3.888639329381549
331.0,0.7768877191722641,0.9547101505513105,0.94,1.633736199396101
303.0,0.9180258565768804,0.9579592066443959,0.95,2.912113395918537
336.0,0.8947945560482163,0.9633902350906579,0.95,1.420466670878735
305.0,0.9149410590146827,0.9522899249551046,0.95,3.833268124589992
307.0,0.9612773128397664,0.9912941403946582,0.96,2.625009038808879
303.0,-0.9911242343367814,0.9868745498388748,0.96,-3.481058443292162
304.0,1.1733709117120514,0.9915108031621515,0.97,2.7273770357584
332.0,-0.981284027607974,0.9643219947346797,0.96,-2.0259345473899053
325.0,0.9545304990814869,0.964776875105674,0.96,1.1574514357932981
302.0,0.5763944073649775,0.9310489224660075,0.9,2.359782899291365
330.0,0.9066575953886982,0.9839092196040111,0.95,2.9880728259629734
307.0,0.9222809961829865,0.9507564737797051,0.95,2.912810540293629
313.0,0.8814455354161573,0.9595806450728779,0.95,1.3017867183045888
308.0,-0.8966631622391716,0.9635085260228132,0.95,-0.9225304669784564
340.0,0.7903730882382524,0.9798023917263021,0.94,2.7640302062828623
308.0,-0.8853597493662589,0.9641420740475669,0.95,-1.449616598613239
304.0,0.9502529672305869,0.963595483137359,0.96,1.816300416300619
324.0,-1.608142334227446,0.9950861106513398,0.98,-3.4270181410408593
251.0,-1.1057384868818085,0.9679989331710545,0.96,-1.600596153033574
344.0,0.9750824827800516,0.9750589728426002,0.96,1.0389194577082446
312.0,0.8919582172613452,0.9585901018876393,0.95,1.058109515242091
346.0,0.6818705135482376,0.9561405254346378,0.92,2.372766009531385
319.0,-0.7011282802797212,0.9386300748650352,0.93,-1.6523578647272936
320.0,0.7658186750919747,0.9822088252511231,0.94,2.5809836250471148
305.0,0.8065893655040876,0.9684910100611411,0.94,2.1984177811451455
315.0,1.0628497926750815,0.9710212077879862,0.96,2.973588656110958
316.0,0.8666781055909312,0.9535825658295571,0.95,1.7550456301688515
337.0,0.8318381684549174,0.9634118602143628,0.94,1.3162113397756587
226.0,1.0830489752701378,0.9643176281511129,0.96,1.219493933319066
191.0,0.9921663575694665,0.9649223966386913,0.96,2.3037263157789503
340.0,0.9498352575789674,0.9798040833023364,0.95,2.816747857424455
309.0,0.9610156172668939,0.9767830134594404,0.96,1.5556776278143878
310.0,0.9894455102448261,0.9802348568075758,0.96,1.9401012962970556
319.0,0.896817702306712,0.9555750367732349,0.95,3.465983865366847
310.0,-0.9072544249336999,0.9726007132881325,0.95,-2.53146910856171
306.0,0.8166876956087922,0.9419609361713566,0.94,0.7179166904178678
304.0,1.3259848173539983,0.9913410755631766,0.97,3.020698800007358
322.0,-0.8499864085256688,0.9707851351400436,0.95,-1.791519510606235
417.0,0.5724297222956097,0.9222378216506156,0.9,0.7734514037133846
307.0,0.9906373171211036,0.9760818006055243,0.96,2.010679902773373
364.0,0.7527035806626661,0.9403871401714473,0.93,0.7595355909783029
306.0,1.3292429024779122,0.9981360789521463,0.97,3.545885974368465
162.0,-0.8316427843212597,0.9454151155045035,0.94,-2.3252503867382677
308.0,-1.1537428975714663,0.9895736903309854,0.97,-4.564866839654403
263.0,0.8308588450454987,0.9431837285247608,0.94,1.5455985251224615
309.0,-1.1413661191743516,0.9969150853183323,0.97,-4.1544318334569414
302.0,-0.9101670504659889,0.9572318453222491,0.95,-1.4705002487205667
307.0,-1.1822891723717166,0.9826395779084173,0.97,-3.324313688391674
303.0,-0.9597673511656796,0.964059563301375,0.96,-2.2795621426449473
305.0,-1.0733589093309899,0.9899475633116277,0.96,-3.6494817229188508
332.0,0.8985628030739317,0.9915899573494109,0.95,3.233415764983504
398.0,-0.7096891539128755,0.9739439430302225,0.93,-2.15092963380848
315.0,-1.0303346969086,0.9798098662794527,0.96,-2.711762184496496
313.0,-0.8456840761739004,0.9795697220086613,0.95,-2.31124674057348
312.0,1.3494997169783758,0.9987653614227383,0.97,3.863368484148043
307.0,-1.067356752757237,0.9679769366315233,0.96,-1.8239834921089022
338.0,1.0237870729016847,0.9750626604740048,0.96,1.403498818018169
306.0,-0.9724840148480834,0.9656101153991579,0.96,-3.3996798038176994
308.0,0.8786465724776729,0.9532455215041609,0.95,2.9440083439690765
315.0,-0.7620632296347498,0.9542664303615,0.94,-1.3496491086930957
323.0,0.8283695123044447,0.9609221408610257,0.94,1.7379881530194272
372.0,1.1483295701316716,0.9922632064252027,0.97,3.508428114819802
319.0,0.967993417934476,0.9852176042829012,0.96,2.430554532914968
368.0,-0.8206897174365846,0.9820899135771608,0.94,-2.204860131671741
342.0,-1.3862165628125038,0.9973600472757006,0.97,-2.733555579763106
308.0,0.9613806375474607,0.9781973889130737,0.96,1.530165547458003
313.0,1.1696809577608602,0.9889400665973304,0.97,4.797790258125388
304.0,0.9414982748571654,0.9555021150321328,0.95,3.4260074751478555
207.0,-1.1606066687466972,0.9802978679965186,0.97,-1.644109856122489
364.0,-0.7635201657819,0.9710485933136489,0.94,-2.4848180043776456
344.0,-0.7188838012463119,0.9567153160355006,0.93,-2.8465350881403304
302.0,0.7833411407237963,0.9639429326988755,0.94,2.0490158929343405
315.0,-1.0463702476944168,0.9954558457726385,0.96,-3.218068955097458
345.0,-0.7518678703600807,0.9481439395835438,0.93,-2.738410731272592
306.0,-1.444044198499181,0.9991112607960638,0.98,-4.070174980081565
336.0,0.9258764166527063,0.9514885350386865,0.95,2.2102796839675745
312.0,1.0714526826124249,0.9929804173602534,0.96,2.371661462238537
100.0,-0.5493739893735607,0.9929804726251363,0.89,-1.2698983808637516
323.0,-1.1377374357811059,0.9947851500448562,0.97,-3.635729912310392
325.0,1.0139713945633821,0.9898743717602924,0.96,2.3965124689841537
311.0,-0.985690806714868,0.9626741652218087,0.96,-1.0409855963034063
384.0,0.6946100139981991,0.960690539165575,0.93,3.2477511714267857
317.0,-0.8049980083411256,0.9820087444292737,0.94,-2.5055692821021305
228.0,-1.081739676130075,0.9688659070519017,0.96,-1.0074024263177335
302.0,1.0449732621794197,0.964350255519516,0.96,3.6024965379754557
310.0,1.2624236374450486,0.993566596094305,0.97,4.47319971272873
350.0,-0.8455186123710009,0.9760840506455802,0.95,-2.590925819370568
321.0,0.9200635780191027,0.9690601929246707,0.95,2.589923941838401
349.0,0.794238485755698,0.9492773572921834,0.94,1.4653893140057532
317.0,1.157947973051709,0.9932773316243014,0.97,2.5865413377860387
324.0,-0.9422682050877111,0.9815082085540969,0.95,-1.8521870484196499
306.0,-1.0120729893617755,0.9713007689952122,0.96,-1.6811686697079948
305.0,1.0061202424321767,0.9867483998454749,0.96,2.9396417180774983
304.0,-1.1325350133062193,0.9884114939592679,0.97,-1.7820264408747724
306.0,-1.0798715978646216,0.9923704166610857,0.96,-2.8487971349340766
573.0,-0.6081484033001545,0.9284682567109346,0.91,-2.782465397578738
312.0,-0.8107346691819114,0.9559915322126047,0.94,-0.8421747894784695
309.0,-1.0517895169814735,0.9841527507093756,0.96,-2.413709997450083
379.0,1.118735511412174,0.9877479016874738,0.96,3.398223704169391
307.0,-0.8191909904644881,0.9794674378169692,0.94,-1.863966754022618
354.0,0.9089852322831817,0.9863599076233195,0.95,2.73537522752164
345.0,-0.7370398334528946,0.9536178852172585,0.93,-1.592981311579269
285.0,-0.9643621625850128,0.9860646767214659,0.96,-2.265866336619498
316.0,0.9525190654821986,0.9830961714224865,0.95,2.56689908640133
114.0,1.4956743172242237,0.9902566676213304,0.98,2.455861372382181
302.0,-1.0151456239996597,0.9795473926380787,0.96,-2.4433458495437193
298.0,-0.9918809043660223,0.980161814038482,0.96,-1.7172434306826994
311.0,1.1764146354216776,0.9957208350169232,0.97,3.3554919894417146
333.0,-0.5962002508664448,0.95333948216794,0.9,-1.7346044580280848
252.0,-1.2632678056110302,0.9744606768760576,0.97,-1.907762130208473
329.0,0.7941606106031088,0.9435363542805848,0.94,1.6815075788848388
337.0,0.9603590445350231,0.974487798191465,0.96,1.7615030346477516
348.0,0.7771894580421397,0.9510145968290158,0.94,2.4961130420092585
306.0,-0.9326373753590083,0.984224831549373,0.95,-2.0851298804114786
331.0,-0.9581283007268997,0.9791728317092253,0.96,-2.176731889519224
319.0,0.8317450497752196,0.980013264279779,0.94,2.1626817293338516
319.0,0.9625285799021182,0.9825951000173012,0.96,2.237574368312706
319.0,-1.116318399672755,0.9933021666707791,0.96,-2.7105395683347404
309.0,-0.8931233630733723,0.9765426297994036,0.95,-1.92683605878036
303.0,-0.8770600804137602,0.9843473371230828,0.95,-2.56021663146874
417.0,-1.1785887227135636,0.9955462709118127,0.97,-4.633006465342191
349.0,0.6908164160538725,0.9348690225489966,0.92,1.4908628292157657
343.0,-0.8533689781690544,0.9891938794165082,0.95,-2.757918433117146
316.0,-0.8732100423705172,0.9753681171406007,0.95,-2.8072703241288277
323.0,0.7680233936713283,0.9422927087910659,0.94,0.9212077365664824
328.0,0.8171005655816872,0.9803662130317116,0.94,2.274090054560456
321.0,0.9511224301182786,0.9767647803964566,0.95,1.774587242613884
303.0,0.7801391705259818,0.9643489662283288,0.94,2.0654275534903315
200.0,0.9931815016785214,0.9856130243341489,0.96,1.8855447529357032
315.0,-0.9211559459040942,0.951151495722028,0.95,-2.825632550062198
303.0,-1.032827594731068,0.9736387634850345,0.96,-1.8919811322382443
306.0,0.8686189868057541,0.9682332375294277,0.95,2.446257419452399
311.0,0.9809513406028721,0.9889970404944942,0.96,2.8530932518429033
302.0,0.7419504082203848,0.9792102140975742,0.93,3.2482054466812142
312.0,-1.1089479218084068,0.9788824154363409,0.96,-1.939193018338432
302.0,0.9820141024604335,0.9605263233878486,0.96,1.081310911174267
312.0,0.9204103117160702,0.9588176641124554,0.95,1.102580563961233
384.0,-0.784991286026119,0.9778587127526761,0.94,-2.2623917652306083
334.0,0.8134377802689151,0.9511385099698542,0.94,1.4624227140589878
303.0,0.7902710887783146,0.9406659389914349,0.94,1.9637728198415132
321.0,-0.6929261411553125,0.965952191139227,0.92,-1.7850924363459462
304.0,-0.8908780015195517,0.9654305821476002,0.95,-1.2667147269062282
310.0,0.6940577936444888,0.9713390171304134,0.93,2.3451221880294035
367.0,1.2839729773559654,0.997800079138191,0.97,4.825020724736922
321.0,0.6346642945588399,0.9573999912297225,0.91,1.5821087963415135
329.0,0.812831810804282,0.9558805237303843,0.94,1.9293022223324585
340.0,-1.1936887806191538,0.9847807146253548,0.97,-1.9031725276176132
315.0,-0.9576924687526227,0.9634452672132198,0.96,-1.264806097411213
308.0,0.8590951739207151,0.9581250437269077,0.95,2.3338485178122044
327.0,-0.9330359432752834,0.9782803764764798,0.95,-2.6530834082239876
318.0,-1.2610612880169134,0.997685068645564,0.97,-3.7384364465063347
344.0,0.9770728537124496,0.9833969383598083,0.96,1.8385774811507247
305.0,-0.9777336572825818,0.9815679676454315,0.96,-2.791767099788331
350.0,-0.7044105134822766,0.9403637522799886,0.93,-2.0857227459473866
311.0,-0.924624777388056,0.961549468949331,0.95,-2.5381596991970645
345.0,-0.8187467015714648,0.9767449245712275,0.94,-2.990006383783741
307.0,-1.1541242102169482,0.9746799945554068,0.97,-3.1860177646989363
310.0,-1.2328500759783747,0.9909899306233325,0.97,-2.894927409170089
312.0,-1.0739804658571,0.9860648579076207,0.96,-2.05519563293136
306.0,-0.5895774617316406,0.9695645589446656,0.9,-4.038895093627664
315.0,-0.924892713539065,0.9744423201853188,0.95,-2.874921406003899
313.0,1.0779847948313956,0.9931009805369395,0.96,2.3443632255487468
317.0,1.2274248637056082,0.9947134324548413,0.97,3.2686271588202427
306.0,0.7060841798882063,0.9555732896416607,0.93,2.3624029830177253
340.0,-0.8619690984844762,0.9516848623209957,0.95,-1.0541905102119304
391.0,0.7796375729390823,0.9663599655267509,0.94,2.3465438622476826
318.0,0.9843700030927933,0.9845086350154708,0.96,2.722802299428693
346.0,1.4546449753736492,0.9977405313568425,0.98,3.115750314946008
309.0,1.147019427742011,0.9847368726591209,0.97,2.7573430685959104
311.0,0.9345235660768545,0.9884198103777964,0.95,2.651045738899835
364.0,-0.7304894156295336,0.9571603015195574,0.93,-1.224214433155963
308.0,-0.7409706501296363,0.949115820228548,0.93,-1.1528088794915279
306.0,1.0426878523613334,0.9836013953222417,0.96,4.276840381728981
304.0,-1.1534074500237417,0.992013805255113,0.97,-3.0558033631505266
370.0,0.7727291342887069,0.9737072436400945,0.94,4.721904056139427
318.0,-1.045136761196795,0.9892052601421416,0.96,-3.2691450565338807
308.0,-1.0679380234880465,0.9858974698994478,0.96,-2.2999173335095233
314.0,0.7314180260780191,0.9301625294833517,0.93,1.8814244709802186
368.0,-0.8488109419433726,0.9640531448852757,0.95,-3.6714030096304873
314.0,1.0117255643098557,0.9683737899914301,0.96,2.2927648779030356
316.0,-1.4517847236505212,0.9986874378153741,0.98,-3.384143729858698
322.0,0.9374852428940125,0.968793646313254,0.95,1.826918154691611
306.0,0.8271157187922173,0.9590006589266387,0.94,2.1361155143584405
315.0,0.9866961384080098,0.9931724504023042,0.96,3.483123801614585
246.0,-1.0298676035314782,0.9671568682568694,0.96,-2.5253488815272833
222.0,0.8032002454124544,0.9726683985529019,0.94,1.9651133564425896
302.0,0.8788056750162333,0.9545216326362673,0.95,0.8521110996393035
324.0,0.776815921770881,0.9421144898785152,0.94,0.9467653033590169
314.0,-1.107947563721312,0.9738128491739111,0.96,-3.842715325648091
321.0,-1.0250415764024907,0.9774157108959206,0.96,-3.474333913575326
284.0,-0.8854317453855862,0.9636898310590151,0.95,-1.2566025170965491
324.0,-1.2675537091219202,0.9816148707756766,0.97,-4.740220004093026
311.0,-0.9320929888078133,0.9839525274544216,0.95,-2.3512412971368475
325.0,1.0400319604495216,0.9919412829254673,0.96,2.547248548464679
312.0,0.8456365471033984,0.9574126356098213,0.95,2.9403979967091582
309.0,1.0948509347956044,0.9819482563914835,0.96,3.209169499552483
305.0,1.125447423646471,0.9899666047940995,0.96,2.2976946099849402
321.0,-0.9244156586930231,0.9765539561519757,0.95,-1.5762866115464218
323.0,-0.8056163119542659,0.9446105842755745,0.94,-1.2313888540497535
320.0,0.7434544013465988,0.9378910261120916,0.93,1.9856055087554938
314.0,0.5706845327517063,0.9368584496598491,0.9,1.9799002053392527
320.0,-1.0011154145682215,0.9618352882459341,0.96,-1.592864188819488
393.0,0.8923576303800044,0.9648244498337505,0.95,2.413848871778021
317.0,-0.8117770213043047,0.9404965932223179,0.94,-1.8378163656969688
306.0,0.9764120428319316,0.9815214869490612,0.96,3.3875901231395664
302.0,1.0894543465723001,0.9948256384340219,0.96,3.8317142355570217
314.0,-1.0516475003886396,0.9929235006817689,0.96,-3.1147469186215266
303.0,-1.1593010766005958,0.9890549266962076,0.97,-4.833390289139274
320.0,1.0081479192148253,0.9792426248981169,0.96,3.1457791518394305
314.0,0.9522392281473534,0.9767827750010496,0.96,2.8564284067038805
311.0,0.7998879196703297,0.9630856603677703,0.94,1.5407677496828764
307.0,0.910159157241859,0.9591318874425047,0.95,2.895718309875064
339.0,0.8079123321984627,0.9475689708471005,0.94,0.6170794486366025
362.0,-1.061888056171877,0.9908996662655497,0.96,-4.493037009001788
302.0,1.084254056853764,0.9769457053756059,0.96,2.479536468086457
317.0,-0.9367890210193967,0.9598223627459301,0.95,-1.6638673124728292
318.0,-1.2536166563180478,0.9828761155175232,0.97,-3.0391017117846184
327.0,0.8847104135132985,0.9584262700133894,0.95,2.0025670924073298
322.0,-0.8460018563837185,0.991063038008768,0.95,-3.3252932585274797
325.0,0.8813551797334075,0.9758267546933268,0.95,2.2468421799367615
314.0,0.7123783645797422,0.9661452646027912,0.93,1.8492494216581246
324.0,-1.636004904523009,0.9996958979423329,0.98,-4.192234098415405
339.0,-0.6225440345098388,0.9567332823673582,0.91,-3.0486754081740886
315.0,-1.2885019016333132,0.9968749725139227,0.97,-4.0893037497258
338.0,-0.7818256623645297,0.9912282505978693,0.94,-4.31330357512836
327.0,0.792277599180869,0.9482710837487394,0.94,0.9045900186000191
359.0,0.689547832041074,0.9208726291423868,0.92,1.8856473546758066
306.0,-0.7947099774504687,0.9408924285774466,0.94,-4.346003048334506
302.0,-1.3647652681331317,0.9984528825366202,0.97,-3.6401702536581584
313.0,1.0966517679884016,0.9747925938670418,0.96,2.6111352253867395
301.0,-1.2020601534567303,0.9900798148309695,0.97,-2.639448317391522
370.0,-0.7383936722550256,0.9741652239209914,0.93,-2.092460615341469
196.0,1.0553909379750046,0.9768549785984634,0.96,1.3611575654340613
312.0,-1.1708093001528648,0.9970006481214193,0.97,-5.106283499427552
322.0,0.7423972232899846,0.9607972020047606,0.93,1.6212611314304883
348.0,-0.8147576016763335,0.9447959250295922,0.94,-1.1740613106642106
353.0,0.8741824008080633,0.9693744869959964,0.95,2.312101564721753
179.0,0.9946400559395044,0.9795838193283555,0.96,1.3320362773858903
315.0,-0.9186216752897409,0.9527711028707668,0.95,-3.1504861933681263
318.0,0.8879899122797199,0.9630201994711162,0.95,1.4765039625442378
308.0,-1.057416455740244,0.9875519874480034,0.96,-1.9116129420307493
311.0,0.990453535776307,0.9642758327730113,0.96,2.0529625162033645
303.0,1.3761823381506073,0.9963958805753242,0.97,3.8014951856732946
310.0,1.392581612668369,0.9843485328426891,0.97,3.6647029062856467
306.0,1.000774112831786,0.9871288452734467,0.96,2.287631693396065
312.0,-1.0572887255846442,0.9736997196930787,0.96,-2.0734618459070306
306.0,0.9366318233052985,0.9603727838763596,0.95,1.4020433592083092
308.0,-0.9473723714081568,0.9847832381832818,0.95,-1.8559727241833865
316.0,1.1887008372439343,0.9776085450686598,0.97,3.06874155450877
352.0,-0.7553818153984838,0.9423782993739626,0.93,-1.3490495334284567
319.0,0.5762187790702156,0.9641212074183619,0.9,2.9012361244373555
306.0,-1.2850985696076946,0.9984136224012413,0.97,-4.281335955240294
304.0,-1.060039120763939,0.9795782602617565,0.96,-2.7366149008080694
405.0,0.6393887485483741,0.9325619997628212,0.91,1.1100634709102444
418.0,0.6601442860254221,0.9793029781931918,0.92,2.839354742700029
347.0,0.8566996154861473,0.9620424454468697,0.95,2.3647195410904684
312.0,-1.1756222428490903,0.997059504885933,0.97,-3.0977532544582087
314.0,1.116330530386445,0.9937996284720927,0.96,3.111360316683533
304.0,1.008892614114948,0.9672361452170966,0.96,1.578210945537171
332.0,-0.7397699008403782,0.9414118493901871,0.93,-1.9333018616644553
387.0,0.724690555607556,0.9571050951986932,0.93,1.247677829360844
348.0,-0.7950022854537188,0.945105473579069,0.94,-2.1998458237496568
287.0,0.8392450123757667,0.9698105456086814,0.95,1.4099674402877234
309.0,-1.0154994432063411,0.9886858446791927,0.96,-2.2506967293041638
309.0,0.7243587539076243,0.9460470866803187,0.93,0.7660406532842043
317.0,1.019153570304432,0.9831848952165392,0.96,1.6670911196860965
331.0,0.8024694453547544,0.9428827445558404,0.94,1.3627222934083283
305.0,1.1651165292831032,0.9909358351272248,0.97,2.627715248190616
307.0,-0.9250413995547516,0.9633868254863496,0.95,-1.485558531608428
323.0,0.8834425064002646,0.9583052289967268,0.95,2.4815018697115288
336.0,-0.8299557547775719,0.9815700364231648,0.94,-2.279056923650538
347.0,0.8594300880330956,0.9682121243846085,0.95,1.7089960477183537
310.0,-0.8635707474053267,0.9714876245962332,0.95,-1.6915154515901167
309.0,1.3232412486911709,0.9981309984916218,0.97,3.655890456902374
324.0,-1.0370553598665935,0.9701488288334831,0.96,-2.6359195338374817
311.0,1.018787308257329,0.9924082726794674,0.96,2.616534475278108
302.0,0.9815249554230396,0.966114749326426,0.96,3.2842243361746055
303.0,-1.079593681269945,0.967505073316183,0.96,-1.3779402838363608
314.0,-0.949111907508604,0.9798821550388495,0.95,-1.8432354709901975
305.0,-0.8515053892351222,0.9651439444910628,0.95,-1.6368082127760388
329.0,-0.8840041549602904,0.9517325952926324,0.95,-0.8746579162548774
320.0,-1.2737334065283619,0.9978881437044154,0.97,-4.465856062613861
319.0,1.522838652117407,0.9997021146138911,0.98,5.586346130911322
322.0,-1.1212340658923545,0.9973647306741108,0.96,-3.508471223156306
306.0,1.2106811196691176,0.9938783831707746,0.97,3.4514164305316237
312.0,1.0506710660795942,0.9889046726701848,0.96,2.2449723423010033
388.0,-0.7329558403157609,0.9501957296787432,0.93,-1.3075993779995496
311.0,-1.1935343697726437,0.9902019016498204,0.97,-3.183335753529657
315.0,-1.1091350068022048,0.9928252849415763,0.96,-2.25604494578467
318.0,1.0096540660943352,0.9932321058835049,0.96,3.2182172801121975
363.0,0.7503126195460711,0.9561960503983488,0.93,1.5972178154149572
321.0,-0.9039519516782313,0.96427838117164,0.95,-1.6440794896025464
321.0,-0.7253113538274792,0.9577602170884297,0.93,-1.9317602548120718
237.0,-0.6348299537040646,0.9302690024540292,0.91,-1.8058690574122718
