Day	A	CTAS	JNS	PTV	AA	CTB	JNY	PVN	AAPL	CTL	JP	PWER	ABC	CTX	JPM	PX	ABI	CTXS	JWN	Q	ABK	CUM	K	QCOM	ABS	CVG	KBH	QLGC	ABT	CVS	KEY	QTRN	ACE	CVX	KG	R	ACV	CZN	KLAC	RBK	ADBE	D	KMB	RDC	ADCT	DAL	KMG	RF	ADI	DCN	KMI	RHI	ADM	DD	KO	RIG	ADP	DDS	KR	RJR	ADSK	DE	KRB	RKY	AEE	DELL	KRI	ROH	AEP	DG	KSE	ROK	AES	DGX	KSS	RSH	AET	DHR	LEG	RTN	AFL	DIS	LEH	RX	AGN	DJ	LIZ	S	AHC	DLX	LLTC	SAFC	AIG	DNY	LLY	SANM	AIV	DOV	LMT	SBC	ALL	DOW	LNC	SBL	ALTR	DPH	LOW	SBUX	AM	DRI	LPX	SCH	AMAT	DTE	LSI	SDS	AMCC	DUK	LTD	SEBL	AMD	DVN	LTR	SEE	AMGN	DYN	LU	SFA	AN	EBAY	LUV	SGP	ANDW	EC	LXK	SHW	AOC	ECL	MAR	SIAL	AOL	ED	MAS	SLB	APA	EDS	MAT	SLE	APC	EFX	MAY	SLM	APCC	EIX	MBI	SLR	APD	EK	MCD	SNA	APOL	EMC	MCK	SNV	ASD	EMN	MCO	SO	ASH	EMR	MDP	SOTR	ASO	EOG	MDT	SPC	AT	EOP	MEDI	SPG	ATH	EP	MEL	SPLS	ATI	EQR	MER	SRE	AV	ERTS	MERQ	STI	AVP	ETN	MET	STJ	AVY	ETR	MHP	STT	AW	EXC	MHS	SUN	AWE	F	MI	SUNW	AXP	FBF	MIL	SVU	AYE	FCX	MKC	SWK	AZO	FD	MMC	SWY	BA	FDC	MMM	SYK	BAC	FDO	MNST	SYMC	BAX	FDX	MO	SYY	BBBY	FE	MOLX	T	BBT	FII	MON	TAPb	BBY	FISV	MOT	TE	BC	FITB	MRK	TEK	BCC	FLR	MRO	TER	BCR	FNM	MSFT	TGT	BDK	FO	MTG	THC	BDX	FON	MU	TIF	BEN	FPL	MWD	TIN	BFb	FRE	MWV	TJX	BGEN	FRX	MXIM	TLAB	BHI	FTN	MYG	TMK	BJS	G	NAV	TMO	BK	GAS	NBR	TNB	BLI	GCI	NCC	TOY	BLL	GD	NCR	TRB	BLS	GDT	NE	TROW	BMC	GDW	NEM	TSG	BMET	GE	NFB	TUP	BMS	GENZ	NI	TXN	BMY	GIS	NKE	TXT	BNI	GLK	NOC	TXU	BOL	GLW	NOVL	TYC	BR	GM	NSC	UCL	BRCM	GP	NSM	UIS	BSC	GPC	NTAP	UNH	BSX	GPS	NTRS	UNM	BUD	GR	NUE	UNP	C	GS	NVDA	UPC	CA	GT	NVLS	UPS	CAG	GTW	NWL	USB	CAH	GWW	NXTL	UST	CAT	HAL	NYT	UTX	CB	HAS	ODP	UVN	CBE	HBAN	OMC	VC	CC	HCA	ONE	VFC	CCE	HCR	ORCL	VIAb	CCL	HD	OXY	VMC	CCU	HDI	PAYX	VRTS	CD	HET	PBG	VZ	CE	HIG	PBI	WAG	CEG	HLT	PCAR	WAT	CF	HMA	PCG	WB	CFC	HNZ	PCL	WEN	CHIR	HON	PCS	WFC	CI	HOT	PD	WHR	CIEN	HPC	PEG	WIN	CIN	HPQ	PEP	WLP	CINF	HRB	PFE	WM	CL	HSY	PFG	WMB	CLX	HUM	PG	WMI	CMA	IBM	PGL	WMT	CMCSA	IFF	PGN	WOR	CMS	IGT	PGR	WPI	CMVT	INTC	PH	WWY	CNP	INTU	PHM	WY	COF	IP	PKI	WYE	COL	IPG	PLD	X	COP	IR	PLL	XEL	COST	ITT	PMCS	XL	CPB	ITW	PMTC	XLNX	CPN	JBL	PNC	XOM	CPWR	JCI	PNW	XRX	CR	JCP	PPG	YHOO	CSC	JDSU	PPL	YUM	CSCO	JHF	PRU	ZION	CSX	JNJ	PSFT	ZMH
2001-07-31	28.61	50.17	29.66	15.53	39.23	16.22	39.04	49.37	18.79	30.96	47.51	15.50	58.14	47.04	43.30	45.34	28.20	33.47	22.50	26.00	57.54	40.71	30.07	63.23	32.73	31.15	32.59	38.41	53.59	36.01	26.75	18.61	34.91	91.39	45.20	19.00	43.38	12.27	54.39	32.01	37.49	60.49	60.81	19.24	4.91	44.38	63.18	32.00	46.00	25.75	52.40	26.05	13.39	42.82	44.60	32.29	50.95	14.84	26.36	53.71	37.29	41.95	35.40	50.29	39.29	26.93	61.59	34.34	45.00	19.63	30.64	16.05	38.30	69.10	57.28	28.23	28.21	56.59	23.97	28.88	29.58	26.35	72.00	25.70	75.29	56.92	53.15	46.98	77.28	31.54	43.58	31.72	83.25	29.71	79.28	21.81	46.22	36.15	39.62	45.03	34.96	36.40	51.03	12.41	30.06	16.36	38.18	18.04	11.05	29.90	10.62	14.99	45.86	42.25	21.78	27.27	17.14	38.61	16.97	34.46	18.26	54.21	56.76	41.20	62.71	46.38	6.70	25.45	11.45	62.57	20.01	39.05	22.04	26.05	45.72	22.89	35.45	40.04	47.75	43.29	45.45	39.74	25.21	53.75	51.95	63.85	17.90	20.17	56.80	23.66	33.20	80.11	13.35	14.04	56.16	17.48	40.83	43.31	29.14	27.00	43.54	19.72	41.45	34.15	68.05	43.88	33.26	23.50	39.37	57.36	35.87	25.67	19.88	35.35	48.03	43.85	61.65	30.02	38.52	28.35	NA	51.75	38.02	14.99	19.06	56.70	54.24	25.38	12.53	56.92	38.66	69.25	46.39	73.44	29.65	70.00	51.26	37.50	61.37	53.77	18.84	56.50	NA	34.58	18.69	25.47	58.90	16.29	NA	37.52	65.18	20.97	43.12	10.76	42.69	43.59	47.33	38.60	100.40	44.16	58.53	69.32	111.88	59.98	63.62	29.91	50.04	48.21	49.80	41.37	45.50	26.84	32.23	30.34	34.40	20.21	36.91	30.23	35.20	NA	66.96	57.38	18.69	28.57	21.84	63.02	67.98	22.69	36.20	39.53	29.67	33.98	59.15	83.25	66.19	38.70	42.71	36.62	75.04	55.51	34.56	23.34	42.00	35.30	43.14	54.00	59.82	62.05	68.33	68.44	26.90	34.01	56.69	78.55	46.17	16.47	35.58	34.40	33.53	41.51	25.22	27.87	32.11	22.80	44.86	37.13	29.30	20.75	13.13	67.03	32.12	23.03	49.43	80.89	39.36	41.26	40.70	31.88	30.69	37.96	20.00	64.65	18.70	49.16	48.55	43.50	32.44	23.48	44.24	56.00	26.36	34.50	59.14	43.98	47.55	56.32	26.74	28.39	 80.23	46.50	34.24	15.66	4.99	53.20	43.25	63.60	20.12	35.78	43.63	36.60	32.05	11.45	58.15	32.92	12.48	67.42	18.01	27.31	63.80	28.53	43.31	34.94	47.89	53.69	50.21	83.16	80.90	44.69	34.48	28.58	50.97	56.83	21.49	10.49	21.68	23.74	73.63	42.10	16.65	30.95	55.10	35.01	46.30	73.40	70.17	16.10	12.82	38.18	41.51	18.31	87.37	21.13	18.75	45.95	38.71	36.61	14.62	32.20	NA	49.80	33.40	50.37	27.64	49.05	58.60	51.61	39.30	42.41	20.35	28.62	43.58	54.15	57.38	66.21	40.20	33.70	29.44	12.11	58.84	29.50	32.11	19.76	14.87	35.40	43.31	43.21	27.46	26.81	42.90	36.87	25.92	46.06	100.31	35.69	40.40	70.54	33.14	10.60	46.80	22.94	30.90	24.66	46.63	107.00	39.40	71.37	41.22	40.52	54.20	60.36	NA	33.50	37.38	11.15	71.02	31.00	61.59	105.21	38.06	55.90	37.30	29.13	42.77	14.06	26.67	51.98	134.81	65.85	28.28	29.81	44.70	49.92	31.50	34.38	41.51	59.73	64.27	40.75	31.50	60.31	20.70	27.37	21.20	19.70	57.09	43.68	23.90	26.94	43.05	44.40	30.31	76.75	27.36	63.00	9.47	40.00	35.99	32.50	66.35	41.76	13.70	80.60	42.28	 7.98	30.55	28.44	54.95	17.62	36.11	 9.24	44.98	45.75	19.22	40.02	NA	58.45	39.12	54.10	43.67	NA
2001-08-01	31.75	50.45	30.65	15.17	38.41	16.82	32.45	49.96	19.06	31.49	47.66	16.55	57.19	46.87	43.50	45.40	28.00	35.49	22.33	25.21	57.65	40.69	30.51	65.37	32.77	31.65	32.10	41.42	53.10	35.06	27.27	18.80	34.60	91.17	42.36	18.88	43.00	12.02	57.10	32.82	38.61	60.97	60.90	18.35	4.94	45.29	62.22	32.22	50.00	25.86	52.47	26.36	13.18	42.03	44.08	32.47	49.99	14.83	26.17	53.52	38.16	42.25	36.55	49.51	39.73	27.18	62.09	34.31	45.04	19.22	30.69	16.26	38.88	67.00	57.06	28.30	27.67	56.30	23.90	28.74	29.74	26.67	73.52	25.55	75.00	57.18	51.92	46.58	76.73	31.82	46.69	31.53	82.60	29.85	78.90	22.14	45.52	35.82	39.79	44.92	35.25	35.94	50.91	13.39	32.23	16.26	37.12	18.41	11.14	29.97	10.67	15.25	48.30	42.99	23.75	26.25	18.69	39.09	16.78	36.07	18.90	53.40	56.88	40.51	62.09	47.35	6.13	25.88	10.13	61.62	19.88	39.28	22.72	26.35	45.95	23.15	35.38	39.71	48.50	42.65	46.08	40.11	25.35	52.55	50.95	62.99	17.90	19.88	55.85	23.70	33.03	79.85	13.69	14.10	56.59	18.28	40.96	43.35	29.38	26.84	44.06	20.90	40.39	34.08	67.65	43.78	33.15	23.61	38.98	57.48	35.92	25.65	19.96	34.60	46.10	43.55	64.09	30.34	38.29	28.60	NA	52.25	38.31	14.93	19.15	56.89	56.21	25.73	12.77	59.87	39.47	69.38	45.62	73.03	29.53	68.50	51.05	38.00	60.50	53.89	19.32	57.63	NA	35.00	19.01	25.03	58.97	17.35	NA	37.79	65.74	20.62	43.48	11.00	42.75	43.95	46.50	37.75	100.29	42.92	59.00	68.00	111.00	58.69	63.00	29.50	52.63	48.92	50.04	41.70	45.73	26.40	31.86	30.65	35.10	20.30	37.15	31.10	35.90	NA	66.45	56.17	19.14	28.81	21.60	63.06	67.99	22.83	35.68	37.64	29.60	35.10	59.20	84.38	66.47	37.70	42.69	37.05	75.47	55.55	34.23	23.95	43.70	34.89	43.37	54.00	62.40	60.18	67.41	68.73	26.99	34.18	57.37	78.06	48.90	17.04	34.32	34.75	33.40	41.61	24.10	27.88	32.44	22.72	44.40	37.10	27.60	21.31	12.72	67.97	32.51	22.75	49.84	83.35	40.02	41.23	41.38	31.83	29.75	38.20	20.20	64.62	18.86	50.88	45.79	42.80	32.60	23.05	43.85	57.31	25.81	36.63	57.99	43.65	47.81	56.17	26.80	28.26	 79.95	47.50	34.15	15.99	5.04	53.26	41.81	62.67	19.90	35.55	46.23	35.86	33.75	11.40	60.06	33.31	15.21	65.00	17.98	27.60	63.81	28.62	43.63	34.92	48.51	53.80	50.64	85.35	85.84	44.87	35.49	28.40	53.06	56.95	21.10	10.60	22.55	23.79	74.36	42.26	17.00	30.96	53.95	34.45	46.76	72.36	70.48	16.26	12.98	38.70	52.90	18.70	87.00	21.32	19.18	45.88	38.35	36.28	14.09	31.65	NA	50.30	32.82	49.78	27.42	48.67	59.00	52.58	39.09	43.23	19.73	29.32	43.42	55.74	56.97	66.30	40.40	33.35	29.23	12.43	59.04	29.75	32.11	19.96	15.05	35.43	43.82	42.93	27.66	26.96	43.40	36.72	26.25	46.58	 86.65	36.75	40.20	70.09	35.65	10.40	47.19	22.65	31.04	25.51	43.69	103.25	39.47	72.48	41.14	40.82	52.95	59.90	NA	33.61	36.55	10.81	71.50	31.17	61.66	107.06	37.77	55.01	37.55	29.13	43.72	14.10	25.89	51.98	135.18	64.45	28.91	30.75	44.55	50.16	31.70	34.27	40.46	58.92	65.67	40.45	30.99	60.25	20.85	27.62	21.39	19.64	56.96	42.98	24.00	26.98	42.25	44.34	33.34	76.30	26.77	62.74	9.50	41.99	36.00	34.11	66.23	41.60	13.96	79.91	42.24	 8.13	30.71	27.71	54.63	18.29	33.54	 9.64	45.66	45.74	20.30	39.75	NA	57.64	39.50	53.80	44.05	NA
2001-08-02	31.75	50.61	31.80	15.38	37.85	16.70	32.55	49.50	19.82	31.33	47.33	16.09	56.30	47.02	43.50	46.14	27.33	36.69	22.57	23.10	58.14	41.08	30.62	68.34	33.40	31.06	31.49	43.45	52.00	36.91	27.14	17.81	33.87	91.05	41.10	19.37	43.04	11.97	59.45	33.66	38.55	62.23	61.55	18.49	4.94	44.75	62.38	32.14	49.90	25.58	53.63	26.86	13.16	42.67	43.91	32.60	48.34	15.06	26.80	53.40	38.55	42.08	36.36	49.15	40.22	28.43	62.70	34.55	45.95	17.81	30.83	16.50	38.90	63.05	58.12	28.95	26.91	57.29	23.69	28.40	29.57	26.50	74.10	26.15	74.85	57.76	52.38	46.56	77.24	32.40	48.24	30.95	82.45	29.85	79.55	22.81	45.50	36.14	39.00	44.22	33.95	36.61	51.23	14.53	32.60	16.00	37.45	18.46	11.21	29.70	10.76	15.26	50.00	43.83	24.81	24.10	19.17	40.00	16.68	37.01	19.76	53.69	51.17	40.98	62.24	47.87	6.31	27.30	10.66	60.80	19.61	38.95	22.92	26.03	45.82	23.10	35.90	39.88	48.94	42.89	47.00	41.04	25.85	53.12	51.91	62.99	17.79	19.80	57.15	23.72	33.20	79.75	13.61	14.30	55.56	18.62	41.25	43.49	29.15	26.67	44.86	20.46	39.64	34.45	67.90	44.10	33.25	23.60	39.50	57.45	35.84	25.65	20.01	35.20	46.39	42.41	63.15	30.47	37.38	28.52	NA	53.22	38.11	15.20	19.52	57.35	56.87	26.10	12.52	59.70	40.18	69.48	45.60	73.99	29.45	66.50	51.27	38.80	60.13	54.90	18.91	58.08	NA	35.45	18.89	25.12	59.16	18.17	NA	38.50	65.57	20.52	44.55	10.89	42.74	43.96	46.20	38.19	 99.98	44.10	58.82	66.94	111.29	57.71	63.46	29.03	52.00	50.35	48.73	41.74	45.84	27.50	32.24	30.68	35.63	20.72	37.27	31.21	36.85	NA	67.78	55.50	19.40	29.03	21.83	63.55	67.79	22.88	35.60	39.16	29.90	35.86	58.81	84.41	67.45	38.03	42.34	37.32	74.66	54.25	33.57	22.92	44.90	36.11	43.87	54.35	62.98	60.38	67.75	68.45	27.31	34.86	57.12	78.40	51.06	17.22	34.86	34.53	33.30	41.43	24.59	27.75	32.39	22.83	45.23	37.64	28.15	21.48	12.61	68.00	32.06	22.48	49.92	83.41	40.41	41.56	41.01	32.50	30.81	38.53	20.69	64.35	18.83	50.81	43.50	42.20	32.52	23.43	44.07	57.68	26.91	38.15	58.53	44.04	49.79	55.84	27.22	28.37	 80.78	48.64	34.55	16.20	5.05	52.78	42.54	63.46	20.25	35.68	46.40	36.00	34.93	11.25	60.60	32.90	15.27	63.95	18.15	27.75	64.70	28.35	44.05	35.02	47.98	54.88	51.05	86.30	87.88	45.30	36.00	28.53	54.40	56.65	21.32	11.21	23.70	23.80	72.78	41.63	16.96	30.80	54.60	35.49	46.68	72.28	68.76	16.21	12.83	38.03	54.52	18.61	86.98	20.73	19.70	44.55	38.95	36.91	14.58	30.60	NA	51.89	33.14	49.78	27.55	48.60	60.15	53.02	39.00	44.06	19.50	29.50	41.39	54.50	54.79	64.75	40.78	35.57	29.99	12.73	59.35	29.30	32.25	19.05	15.44	35.44	44.01	43.08	27.91	27.52	43.71	36.85	26.05	46.74	 88.31	36.92	39.93	69.56	34.33	10.76	47.66	22.52	31.40	25.91	44.45	101.43	38.40	35.96	40.74	40.96	52.94	60.37	NA	33.80	36.62	10.53	71.46	30.99	61.89	108.80	37.81	55.99	37.84	29.91	44.32	14.50	25.55	51.01	133.65	63.96	29.19	32.11	44.61	50.64	31.81	32.72	40.36	59.99	65.90	40.79	31.09	60.38	21.14	28.46	21.64	19.50	57.56	42.95	23.91	27.36	43.40	44.88	36.87	75.25	26.92	63.00	9.41	43.34	36.80	33.02	67.03	41.73	14.28	79.74	42.75	 8.30	30.71	27.86	55.48	18.45	37.15	 9.50	45.86	45.45	20.25	39.10	NA	57.87	40.30	53.19	43.85	NA
2001-08-03	31.30	49.97	31.52	15.48	37.77	16.90	34.15	49.55	19.50	31.06	47.38	15.40	56.80	46.32	43.32	46.89	27.00	35.88	22.94	24.40	58.29	41.40	30.32	66.86	33.34	31.44	31.20	42.00	52.26	36.00	27.21	18.00	34.85	90.68	42.00	19.44	42.60	11.70	58.46	33.82	37.94	62.09	61.10	18.27	4.84	44.15	61.71	32.35	49.00	25.51	53.61	26.70	13.18	42.57	44.70	31.02	46.94	15.11	26.50	52.27	37.78	42.22	37.00	49.14	40.40	28.07	63.60	34.01	46.30	18.30	30.98	16.96	38.97	63.40	57.26	28.90	26.48	57.75	23.87	28.23	29.09	26.60	73.20	25.62	73.90	58.21	53.00	46.27	76.50	32.26	47.43	30.18	81.64	30.27	79.20	22.73	45.55	36.60	38.65	43.49	33.50	36.60	50.76	14.23	31.24	16.14	36.93	17.84	11.25	30.21	10.70	15.22	49.60	44.18	23.98	24.95	18.82	39.90	16.79	36.89	19.25	51.90	52.27	41.40	61.91	46.99	6.60	26.79	11.00	64.30	19.49	38.50	22.50	26.40	46.63	23.02	35.80	39.94	48.78	43.23	46.88	41.25	26.49	52.02	51.00	62.96	17.71	19.60	56.01	23.83	33.24	80.34	13.88	14.03	55.62	18.55	41.59	43.66	29.01	26.43	45.24	20.48	39.70	34.40	68.91	44.29	33.33	24.20	39.08	57.31	35.93	25.36	19.75	34.37	45.87	42.59	61.70	30.58	37.49	28.65	NA	51.25	39.30	14.99	19.37	57.40	56.85	26.35	12.49	58.91	39.15	69.93	44.97	74.99	29.23	65.25	51.30	38.89	59.38	54.56	18.81	58.71	NA	35.14	18.68	24.95	59.47	17.72	NA	38.60	66.67	20.23	44.78	10.92	42.70	44.55	46.87	38.32	100.48	44.74	59.21	67.50	111.73	57.37	63.35	28.24	54.40	49.70	48.19	41.00	45.17	27.69	31.89	30.84	35.18	20.54	37.56	30.90	37.00	NA	67.43	54.88	18.63	29.64	22.40	63.35	68.11	22.23	35.81	39.28	29.60	34.90	59.27	83.73	66.89	38.25	42.57	36.90	75.00	54.10	33.49	23.18	43.45	35.72	43.79	54.98	63.15	60.09	66.75	68.16	27.05	34.75	57.49	78.95	50.34	16.55	34.63	34.30	33.48	41.28	24.20	27.88	32.53	22.45	45.13	37.71	27.70	21.37	12.81	68.53	32.16	22.36	50.00	82.67	39.95	41.64	40.62	32.22	30.07	38.51	20.06	62.49	18.77	51.04	42.76	42.75	31.98	23.30	43.82	58.75	27.10	37.50	57.80	43.41	50.15	56.40	26.80	27.98	 80.97	48.51	34.74	16.68	5.05	53.29	41.64	63.28	20.16	35.59	46.99	35.86	33.80	11.31	60.60	33.19	14.50	64.29	18.26	27.39	64.63	28.18	43.37	35.33	48.60	54.29	51.13	85.50	87.19	44.93	35.99	28.25	53.37	56.42	20.98	11.19	23.02	23.94	71.68	41.40	16.11	30.69	54.45	35.16	47.60	72.25	68.51	16.43	12.75	37.26	54.65	18.76	86.54	20.60	19.60	44.16	38.79	36.83	14.40	30.92	NA	50.60	32.75	49.13	27.30	48.37	57.76	52.49	37.74	43.83	19.50	29.29	41.86	53.68	54.55	64.50	41.64	35.90	30.60	12.85	57.88	29.10	32.00	19.15	15.25	35.55	43.95	42.99	27.84	27.54	43.62	36.80	25.43	46.73	 88.60	36.95	39.58	69.91	34.88	10.91	47.72	22.66	32.00	25.29	44.44	100.75	39.01	36.10	40.74	40.51	53.40	59.70	NA	33.51	36.10	10.51	70.22	30.80	61.44	108.18	38.01	55.39	37.48	29.36	44.40	14.50	25.19	50.36	133.30	63.56	28.77	31.68	45.19	50.30	31.60	32.47	38.99	60.00	65.69	40.71	30.72	60.07	21.31	28.76	21.84	19.57	56.66	43.29	24.00	27.69	43.01	44.04	36.57	76.95	26.54	63.05	9.17	41.45	36.67	32.99	66.86	41.26	14.21	80.65	43.43	 8.25	30.76	27.60	55.42	17.87	37.02	 9.13	45.40	45.10	20.05	39.80	NA	58.36	40.61	53.58	42.96	NA
2001-08-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-08-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
