state,yr,qtr,index_nsa,index_sa
WV,2011,2,181.84,181.68
WV,2011,3,186.70,184.66
WV,2011,4,185.21,184.27
WV,2012,1,190.46,190.60
WV,2012,2,188.16,188.16
WV,2012,3,189.58,187.23
WV,2012,4,196.10,195.02
WV,2013,1,191.88,192.45
WV,2013,2,193.06,192.87
WV,2013,3,196.41,193.90
WV,2013,4,194.23,192.79
WV,2014,1,201.43,202.94
WV,2014,2,199.98,199.31
WV,2014,3,205.55,202.77
WV,2014,4,200.45,198.82
WV,2015,1,195.57,197.75
WV,2015,2,205.37,204.28
WV,2015,3,207.13,204.11
WV,2015,4,211.05,209.28
WV,2016,1,203.98,206.89
WV,2016,2,210.16,208.65
WV,2016,3,211.22,207.98
WV,2016,4,210.95,209.39
WV,2017,1,205.31,208.35
WV,2017,2,209.90,208.22
WV,2017,3,212.66,209.35
WV,2017,4,211.06,209.64
WV,2018,1,209.92,212.97
WV,2018,2,216.44,214.68
WV,2018,3,221.41,217.89
WV,2018,4,214.25,213.12
WV,2019,1,223.03,225.93
WY,1991,1,100.00,100.00
WY,1991,2,103.92,102.94
WY,1991,3,105.76,104.29
WY,1991,4,105.90,105.08
WY,1992,1,106.72,106.72
WY,1992,2,108.89,107.86
WY,1992,3,110.26,108.72
WY,1992,4,113.28,112.43
WY,1993,1,112.64,112.64
WY,1993,2,116.09,114.98
WY,1993,3,120.64,118.90
WY,1993,4,123.51,122.65
WY,1994,1,127.14,127.19
WY,1994,2,129.49,128.18
WY,1994,3,133.82,131.79
WY,1994,4,134.93,134.16
WY,1995,1,136.56,136.64
WY,1995,2,141.12,139.59
WY,1995,3,142.11,139.82
WY,1995,4,144.47,143.86
WY,1996,1,144.47,144.59
WY,1996,2,146.94,145.23
WY,1996,3,148.46,145.96
WY,1996,4,145.80,145.37
WY,1997,1,146.62,146.73
WY,1997,2,151.07,149.24
WY,1997,3,152.15,149.54
WY,1997,4,150.91,150.57
WY,1998,1,152.13,152.24
WY,1998,2,155.19,153.27
WY,1998,3,157.12,154.47
WY,1998,4,155.12,154.76
WY,1999,1,156.13,156.18
WY,1999,2,158.07,156.10
WY,1999,3,162.11,159.52
WY,1999,4,161.54,161.05
WY,2000,1,162.30,162.30
WY,2000,2,166.86,164.81
WY,2000,3,166.33,163.84
WY,2000,4,169.70,169.03
WY,2001,1,168.51,168.45
WY,2001,2,173.29,171.21
WY,2001,3,176.81,174.30
WY,2001,4,180.23,179.44
WY,2002,1,183.98,183.77
WY,2002,2,189.29,187.16
WY,2002,3,191.62,188.92
WY,2002,4,193.94,193.14
WY,2003,1,193.39,192.92
WY,2003,2,202.36,200.26
WY,2003,3,208.51,205.58
WY,2003,4,208.47,207.66
WY,2004,1,215.51,214.77
WY,2004,2,220.92,218.89
WY,2004,3,227.09,223.66
WY,2004,4,228.98,228.32
WY,2005,1,236.04,235.04
WY,2005,2,242.48,240.42
WY,2005,3,253.60,249.50
WY,2005,4,258.57,258.08
WY,2006,1,267.17,266.08
WY,2006,2,274.01,271.62
WY,2006,3,282.12,277.17
WY,2006,4,291.64,291.52
WY,2007,1,295.12,294.19
WY,2007,2,303.46,300.28
WY,2007,3,310.09,304.52
WY,2007,4,302.07,302.28
WY,2008,1,304.08,303.62
WY,2008,2,303.67,299.80
WY,2008,3,304.99,299.21
WY,2008,4,300.33,301.15
WY,2009,1,286.94,286.85
WY,2009,2,295.53,291.14
WY,2009,3,293.51,287.76
WY,2009,4,282.80,284.01
WY,2010,1,280.61,280.74
WY,2010,2,285.86,281.26
WY,2010,3,281.19,275.48
WY,2010,4,276.34,277.93
WY,2011,1,280.52,280.49
WY,2011,2,285.29,280.64
WY,2011,3,287.16,281.50
WY,2011,4,276.20,277.76
WY,2012,1,279.79,279.33
WY,2012,2,289.78,285.51
WY,2012,3,297.40,291.69
WY,2012,4,294.28,295.73
WY,2013,1,287.16,286.14
WY,2013,2,300.48,296.70
WY,2013,3,304.73,299.20
WY,2013,4,299.47,300.39
WY,2014,1,308.59,307.06
WY,2014,2,307.99,304.75
WY,2014,3,312.24,306.92
WY,2014,4,313.89,314.15
WY,2015,1,319.31,317.59
WY,2015,2,317.10,314.20
WY,2015,3,324.88,319.72
WY,2015,4,322.08,321.49
WY,2016,1,321.53,320.04
WY,2016,2,325.31,322.66
WY,2016,3,326.60,321.48
WY,2016,4,322.14,320.83
WY,2017,1,326.91,325.98
WY,2017,2,330.95,328.33
WY,2017,3,334.79,329.39
WY,2017,4,336.37,334.53
WY,2018,1,336.73,336.42
WY,2018,2,342.77,339.98
WY,2018,3,352.00,346.15
WY,2018,4,348.83,346.69
WY,2019,1,343.37,343.46
