"","y","lag"
"1",0.0153925619510051,0.00669865130795522
"2",0.00900954869719328,0.0153925619510051
"3",0.00740962238252685,0.00900954869719328
"4",0.00413550688011277,0.00740962238252685
"5",-0.0054815716033989,0.00413550688011277
"6",0.0126624395280892,-0.0054815716033989
"7",-0.00279324591784835,0.0126624395280892
"8",0.00152577804940357,-0.00279324591784835
"9",0.00560356986821375,0.00152577804940357
"10",-0.00636452994285897,0.00560356986821375
"11",0.010715057329536,-0.00636452994285897
"12",0.00668365200512078,0.010715057329536
"13",-0.000229607295196388,0.00668365200512078
"14",0.00343443245312436,-0.000229607295196388
"15",0.0208297357745355,0.00343443245312436
"16",0.0166355641678031,0.0208297357745355
"17",0.00199233238470775,0.0166355641678031
"18",-0.010366361722415,0.00199233238470775
"19",0.00730515959692468,-0.010366361722415
"20",0.00493011547790978,0.00730515959692468
"21",-0.0158821571363497,0.00493011547790978
"22",0.00266970954008272,-0.0158821571363497
"23",0.00172951742664296,0.00266970954008272
"24",0.00107881862655823,0.00172951742664296
"25",0.0147288013911915,0.00107881862655823
"26",0.00601053883367975,0.0147288013911915
"27",-0.00593315523559745,0.00601053883367975
"28",0.0134539369288884,-0.00593315523559745
"29",0.00277628280719178,0.0134539369288884
"30",0.0121006780016586,0.00277628280719178
"31",0.0012159744362279,0.0121006780016586
"32",-0.0283308358947103,0.0012159744362279
"33",0.0163195066929518,-0.0283308358947103
"34",0.00114713365370633,0.0163195066929518
"35",0.0114485988784452,0.00114713365370633
"36",0.0130984394829898,0.0114485988784452
"37",0.0107846131823024,0.0130984394829898
"38",0.0247546089190482,0.0107846131823024
"39",0.00129027861113862,0.0247546089190482
"40",0.0246790645161354,0.00129027861113862
"41",0.0116932524359736,0.0246790645161354
"42",0.0057223518012659,0.0116932524359736
"43",-0.016608909393165,0.0057223518012659
"44",-0.00703396771670484,-0.016608909393165
"45",-0.00620828924461492,-0.00703396771670484
"46",0.00674960126870339,-0.00620828924461492
"47",-0.0061488548837012,0.00674960126870339
"48",-0.00493707968068868,-0.0061488548837012
"49",0.000635103413301863,-0.00493707968068868
"50",-0.00462919857420374,0.000635103413301863
"51",-0.00686496858395813,-0.00462919857420374
"52",0.000498427078980512,-0.00686496858395813
"53",-0.0143284682560978,0.000498427078980512
"54",0.00117406736251624,-0.0143284682560978
"55",0.0108514844968717,0.00117406736251624
"56",0.00179130901972968,0.0108514844968717
"57",0.0101854461600865,0.00179130901972968
"58",-0.00211809330919799,0.0101854461600865
"59",-0.000825215282501901,-0.00211809330919799
"60",0.00445547363614374,-0.000825215282501901
"61",0.00743574380595646,0.00445547363614374
"62",0.00164942688546965,0.00743574380595646
"63",-0.00056475056419103,0.00164942688546965
"64",-0.00786538867177278,-0.00056475056419103
"65",-0.0157703653289154,-0.00786538867177278
"66",0.0502660061661562,-0.0157703653289154
"67",0.00686862759758178,0.0502660061661562
"68",0.00579461530220904,0.00686862759758178
"69",0.0124522601257091,0.00579461530220904
"70",-0.00236504804637683,0.0124522601257091
"71",0.00722897769793462,-0.00236504804637683
"72",-0.00040251527814128,0.00722897769793462
"73",-5.23714959008714e-05,-0.00040251527814128
"74",0.00279861150900729,-5.23714959008714e-05
"75",0.00132794772927447,0.00279861150900729
"76",-0.00452245594682488,0.00132794772927447
"77",0.0171081839533773,-0.00452245594682488
"78",0.00529249078341998,0.0171081839533773
"79",-0.000780493728383291,0.00529249078341998
"80",-0.000309823452278479,-0.000780493728383291
"81",-0.0122038918010361,-0.000309823452278479
"82",-0.0171469221566571,-0.0122038918010361
"83",-0.00561397254971752,-0.0171469221566571
"84",0.00257285668455687,-0.00561397254971752
"85",-0.00132348536728344,0.00257285668455687
"86",0.00541142927313487,-0.00132348536728344
"87",0.00979800576862999,0.00541142927313487
"88",0.00802900758509217,0.00979800576862999
"89",0.00523649736043375,0.00802900758509217
"90",0.00499051012290863,0.00523649736043375
"91",-0.000492279908435478,0.00499051012290863
"92",0.0068197635755336,-0.000492279908435478
"93",-0.00379268445255931,0.0068197635755336
"94",0.0159034054944165,-0.00379268445255931
"95",0.0100188608258573,0.0159034054944165
"96",0.00245414838506441,0.0100188608258573
"97",0.0117677651676811,0.00245414838506441
"98",0.00489023222520935,0.0117677651676811
"99",-0.00133201226042345,0.00489023222520935
"100",0.00511298606745214,-0.00133201226042345
"101",0.00895013940243317,0.00511298606745214
"102",0.00243640730677264,0.00895013940243317
"103",-0.00508767554964251,0.00243640730677264
"104",0.00563420512255242,-0.00508767554964251
"105",-0.0132299050060709,0.00563420512255242
"106",0.00938689625372113,-0.0132299050060709
"107",-0.0107581133698691,0.00938689625372113
"108",-0.00477724000794488,-0.0107581133698691
"109",0.0129069913004116,-0.00477724000794488
"110",0.00655679857084834,0.0129069913004116
"111",-0.00901826781101178,0.00655679857084834
"112",0.00643650613487878,-0.00901826781101178
"113",-0.0430358325050868,0.00643650613487878
"114",0.036350893400634,-0.0430358325050868
"115",0.0167363719652176,0.036350893400634
"116",-0.00587301717023614,0.0167363719652176
"117",0.00233520540762022,-0.00587301717023614
"118",0.005920727954976,0.00233520540762022
"119",-0.000222833962153501,0.005920727954976
"120",0.00310240764778058,-0.000222833962153501
"121",0.0031525904086287,0.00310240764778058
"122",-0.00174265848787236,0.0031525904086287
"123",-0.00360243363664559,-0.00174265848787236
"124",0.0182712503251619,-0.00360243363664559
"125",0.000784731587645027,0.0182712503251619
"126",0.0075246141525227,0.000784731587645027
"127",-0.000419361468450674,0.0075246141525227
"128",-0.0114749243193781,-0.000419361468450674
"129",-0.0142787504432889,-0.0114749243193781
"130",-0.0191638338012918,-0.0142787504432889
"131",-0.0070970650725215,-0.0191638338012918
"132",-0.00327575787219025,-0.0070970650725215
"133",-0.00783983248299158,-0.00327575787219025
